ram_gb,vram_gb,cpu_cores,cpu_freq_mhz,has_cuda,model_size_gb,model_min_ram_gb,model_min_vram_gb,requires_gpu,tokens_per_sec,quality_tier,tier_name
2,0,2,2158,0,4.1,8,0,0,0.0,0,Won't Run
2,0,2,2158,0,40.0,48,24,1,0.0,0,Won't Run
8,0,7,2524,0,42.0,48,24,1,0.0,0,Won't Run
8,0,7,2524,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2524,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2524,0,4.7,8,0,0,0.98,1,Slow
8,0,7,2524,0,4.4,8,0,0,1.06,1,Slow
8,0,7,2524,0,1.7,4,0,0,4.17,2,Okay
8,0,7,2524,0,8.0,12,6,0,0.0,0,Won't Run
8,0,7,2524,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2524,0,20.0,24,12,0,0.0,0,Won't Run
8,0,7,2524,0,8.2,16,8,0,0.0,0,Won't Run
8,0,7,2524,0,5.0,8,0,0,1.07,1,Slow
2,0,4,2075,0,0.6,2,0,0,1.63,1,Slow
2,0,4,2075,0,24.0,32,16,1,0.0,0,Won't Run
2,0,4,2075,0,1.3,4,0,0,0.0,0,Won't Run
2,0,4,2075,0,3.8,8,0,0,0.0,0,Won't Run
2,0,4,2075,0,9.0,12,8,0,0.0,0,Won't Run
2,0,4,2075,0,20.0,24,12,0,0.0,0,Won't Run
2,0,4,2075,0,0.7,2,0,0,1.7,1,Slow
2,0,4,2075,0,2.0,6,0,0,0.0,0,Won't Run
2,0,4,2075,0,4.1,8,0,0,0.0,0,Won't Run
2,0,4,2075,0,7.4,10,0,0,0.0,0,Won't Run
2,0,4,2075,0,5.0,8,0,0,0.0,0,Won't Run
2,0,4,2075,0,3.8,8,0,0,0.0,0,Won't Run
2,0,4,2075,0,7.4,10,0,0,0.0,0,Won't Run
8,0,6,2880,0,20.0,24,12,0,0.0,0,Won't Run
8,0,6,2880,0,9.0,12,8,0,0.0,0,Won't Run
8,0,6,2880,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2880,0,2.0,6,0,0,3.66,2,Okay
8,0,6,2880,0,3.8,8,0,0,1.19,1,Slow
8,0,6,2880,0,24.0,32,16,1,0.0,0,Won't Run
8,0,6,2880,0,1.3,4,0,0,3.35,2,Okay
8,0,6,2880,0,42.0,48,24,1,0.0,0,Won't Run
8,0,6,2880,0,7.4,10,0,0,0.0,0,Won't Run
8,0,6,2880,0,20.0,24,12,0,0.0,0,Won't Run
8,0,6,2880,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2880,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2880,0,0.3,2,0,0,10.68,3,Good
6,0,6,2016,0,0.7,2,0,0,5.39,2,Okay
6,0,6,2016,0,13.0,16,8,0,0.0,0,Won't Run
6,0,6,2016,0,2.3,4,0,0,2.72,1,Slow
6,0,6,2016,0,4.7,8,0,0,0.0,0,Won't Run
6,0,6,2016,0,0.8,4,0,0,2.39,1,Slow
6,0,6,2016,0,2.5,6,0,0,1.47,1,Slow
6,0,6,2016,0,1.3,4,0,0,3.27,2,Okay
6,0,6,2016,0,8.0,12,6,0,0.0,0,Won't Run
6,0,6,2016,0,9.0,12,6,0,0.0,0,Won't Run
6,0,6,2016,0,5.5,8,0,0,0.0,0,Won't Run
6,0,6,2016,0,1.9,4,0,0,3.12,2,Okay
6,0,6,2016,0,4.7,8,0,0,0.0,0,Won't Run
16,8,9,3577,1,3.8,8,0,0,61.33,4,Great
16,8,9,3577,1,19.0,24,12,0,0.0,0,Won't Run
16,8,9,3577,1,0.8,4,0,0,192.12,4,Great
16,8,9,3577,1,1.0,4,0,0,134.45,4,Great
16,8,9,3577,1,19.0,24,12,0,0.0,0,Won't Run
16,8,9,3577,1,4.4,8,0,0,58.74,4,Great
16,8,9,3577,1,13.0,16,8,0,24.95,4,Great
16,8,9,3577,1,9.0,12,6,0,24.56,4,Great
16,8,9,3577,1,4.7,8,0,0,63.42,4,Great
16,8,9,3577,1,9.1,12,8,0,28.57,4,Great
16,8,9,3577,1,16.0,20,12,0,0.0,0,Won't Run
16,8,9,3577,1,4.7,8,0,0,65.99,4,Great
16,8,9,3577,1,6.1,10,0,0,50.1,4,Great
16,8,9,3577,1,4.7,8,0,0,64.78,4,Great
16,8,9,3577,1,4.2,8,0,0,91.49,4,Great
16,8,9,3577,1,3.5,8,0,0,76.59,4,Great
4,0,5,2169,0,4.7,8,0,0,0.0,0,Won't Run
4,0,5,2169,0,19.0,24,12,0,0.0,0,Won't Run
4,0,5,2169,0,19.0,24,12,0,0.0,0,Won't Run
4,0,5,2169,0,19.0,24,12,0,0.0,0,Won't Run
4,0,5,2169,0,8.9,12,8,0,0.0,0,Won't Run
4,0,5,2169,0,1.7,4,0,0,1.32,1,Slow
4,0,5,2169,0,3.8,8,0,0,0.0,0,Won't Run
4,0,5,2169,0,7.1,10,0,0,0.0,0,Won't Run
32,12,15,3738,1,1.0,4,0,0,225.5,4,Great
32,12,15,3738,1,7.9,10,0,0,61.57,4,Great
32,12,15,3738,1,4.7,8,0,0,96.44,4,Great
32,12,15,3738,1,1.3,4,0,0,190.8,4,Great
32,12,15,3738,1,9.0,12,6,0,38.61,4,Great
32,12,15,3738,1,6.1,10,0,0,82.74,4,Great
32,12,15,3738,1,47.0,56,24,1,0.0,0,Won't Run
32,12,15,3738,1,16.0,20,12,0,19.72,3,Good
32,12,15,3738,1,19.0,24,12,0,20.98,4,Great
32,12,15,3738,1,19.0,24,12,0,17.8,3,Good
32,12,15,3738,1,4.1,8,0,0,89.65,4,Great
6,0,5,2419,0,13.0,16,8,0,0.0,0,Won't Run
6,0,5,2419,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2419,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2419,0,6.1,10,0,0,0.0,0,Won't Run
6,0,5,2419,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2419,0,7.4,10,0,0,0.0,0,Won't Run
6,0,5,2419,0,9.1,12,8,0,0.0,0,Won't Run
6,0,5,2419,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2419,0,26.0,32,16,1,0.0,0,Won't Run
6,0,5,2419,0,8.9,12,8,0,0.0,0,Won't Run
6,0,5,2419,0,80.0,96,48,1,0.0,0,Won't Run
6,0,5,2419,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2419,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2419,0,2.0,6,0,0,1.36,1,Slow
6,0,5,2419,0,3.8,8,0,0,0.0,0,Won't Run
8,0,6,2632,0,20.0,24,12,0,0.0,0,Won't Run
8,0,6,2632,0,3.8,8,0,0,1.12,1,Slow
8,0,6,2632,0,4.1,8,0,0,1.07,1,Slow
8,0,6,2632,0,8.0,12,6,0,0.0,0,Won't Run
8,0,6,2632,0,3.8,8,0,0,1.33,1,Slow
8,0,6,2632,0,9.0,12,6,0,0.0,0,Won't Run
8,0,6,2632,0,7.4,10,0,0,0.0,0,Won't Run
8,0,6,2632,0,80.0,96,48,1,0.0,0,Won't Run
8,0,6,2632,0,19.0,24,12,0,0.0,0,Won't Run
8,0,6,2632,0,0.7,2,0,0,7.14,2,Okay
8,0,6,2632,0,24.0,32,16,1,0.0,0,Won't Run
8,0,6,2632,0,7.9,10,0,0,0.0,0,Won't Run
8,0,6,2632,0,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2719,0,2.0,6,0,0,4.49,2,Okay
8,0,8,2719,0,80.0,96,48,1,0.0,0,Won't Run
8,0,8,2719,0,2.0,6,0,0,5.34,2,Okay
8,0,8,2719,0,16.0,20,12,0,0.0,0,Won't Run
8,0,8,2719,0,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2719,0,20.0,24,12,0,0.0,0,Won't Run
8,0,8,2719,0,5.0,8,0,0,1.4,1,Slow
8,0,8,2719,0,8.2,16,8,0,0.0,0,Won't Run
8,0,8,2719,0,8.9,12,8,0,0.0,0,Won't Run
8,0,8,2764,0,42.0,48,24,1,0.0,0,Won't Run
8,0,8,2764,0,1.7,4,0,0,4.28,2,Okay
8,0,8,2764,0,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2764,0,16.0,20,12,0,0.0,0,Won't Run
8,0,8,2764,0,4.7,8,0,0,1.38,1,Slow
8,0,8,2764,0,9.1,12,8,0,0.0,0,Won't Run
8,0,8,2764,0,47.0,56,24,1,0.0,0,Won't Run
8,0,8,2764,0,20.0,24,12,0,0.0,0,Won't Run
8,0,8,2764,0,2.5,6,0,0,4.51,2,Okay
8,0,8,2764,0,24.0,32,16,1,0.0,0,Won't Run
8,0,8,2764,0,1.0,4,0,0,6.67,2,Okay
8,0,8,2764,0,5.5,8,0,0,1.34,1,Slow
8,0,8,2764,0,4.2,8,0,0,1.36,1,Slow
8,0,8,2764,0,3.8,8,0,0,1.53,1,Slow
8,0,8,2894,0,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2894,0,9.1,12,8,0,0.0,0,Won't Run
8,0,8,2894,0,4.1,8,0,0,1.44,1,Slow
8,0,8,2894,0,42.0,48,24,1,0.0,0,Won't Run
8,0,8,2894,0,80.0,96,48,1,0.0,0,Won't Run
8,0,8,2894,0,0.6,2,0,0,10.4,3,Good
8,0,8,2894,0,6.1,10,0,0,0.0,0,Won't Run
8,0,8,2894,0,3.8,8,0,0,1.31,1,Slow
8,0,8,2894,0,1.7,4,0,0,4.3,2,Okay
8,0,8,2894,0,4.7,8,0,0,1.65,1,Slow
8,4,8,3488,1,8.9,12,8,0,0.0,0,Won't Run
8,4,8,3488,1,1.7,4,0,0,72.43,4,Great
8,4,8,3488,1,24.0,32,16,1,0.0,0,Won't Run
8,4,8,3488,1,1.0,4,0,0,97.1,4,Great
8,4,8,3488,1,8.2,16,8,0,0.0,0,Won't Run
8,4,8,3488,1,2.5,6,0,0,42.79,4,Great
8,4,8,3488,1,4.7,8,0,0,23.47,4,Great
8,4,8,3488,1,9.0,12,8,0,0.0,0,Won't Run
8,4,8,3488,1,8.0,12,6,0,0.0,0,Won't Run
8,4,8,3488,1,20.0,24,12,0,0.0,0,Won't Run
24,10,16,3246,1,3.5,8,0,0,63.77,4,Great
24,10,16,3246,1,3.8,8,0,0,93.53,4,Great
24,10,16,3246,1,5.5,8,0,0,64.8,4,Great
24,10,16,3246,1,0.7,2,0,0,163.62,4,Great
24,10,16,3246,1,4.7,8,0,0,85.54,4,Great
24,10,16,3246,1,2.3,4,0,0,119.47,4,Great
24,10,16,3246,1,4.0,8,0,0,68.77,4,Great
24,10,16,3246,1,19.0,24,12,0,10.52,3,Good
24,10,16,3246,1,13.0,16,8,0,33.0,4,Great
24,10,16,3246,1,3.8,8,0,0,59.41,4,Great
24,10,16,3246,1,0.9,2,0,0,124.48,4,Great
24,10,16,3246,1,42.0,48,24,1,0.0,0,Won't Run
24,10,16,3246,1,38.0,48,24,1,0.0,0,Won't Run
24,10,16,3246,1,47.0,56,24,1,0.0,0,Won't Run
8,0,8,2944,0,0.8,4,0,0,9.48,3,Good
8,0,8,2944,0,20.0,24,12,0,0.0,0,Won't Run
8,0,8,2944,0,4.7,8,0,0,1.85,1,Slow
8,0,8,2944,0,1.9,4,0,0,6.3,2,Okay
8,0,8,2944,0,1.7,4,0,0,6.06,2,Okay
8,0,8,2944,0,4.2,8,0,0,1.61,1,Slow
8,0,8,2944,0,4.7,8,0,0,1.52,1,Slow
8,0,8,2944,0,1.0,4,0,0,8.28,3,Good
8,0,8,2944,0,8.2,16,8,0,0.0,0,Won't Run
8,0,8,2944,0,2.0,6,0,0,5.26,2,Okay
8,0,8,2944,0,3.8,8,0,0,1.62,1,Slow
8,0,8,2944,0,6.1,10,0,0,0.0,0,Won't Run
8,0,4,2052,0,7.4,10,0,0,0.0,0,Won't Run
8,0,4,2052,0,0.7,2,0,0,3.44,2,Okay
8,0,4,2052,0,19.0,24,12,0,0.0,0,Won't Run
8,0,4,2052,0,38.0,48,24,1,0.0,0,Won't Run
8,0,4,2052,0,42.0,48,24,1,0.0,0,Won't Run
8,0,4,2052,0,47.0,56,24,1,0.0,0,Won't Run
8,0,4,2052,0,7.1,10,0,0,0.0,0,Won't Run
8,0,4,2052,0,19.0,24,12,0,0.0,0,Won't Run
8,0,4,2052,0,1.3,4,0,0,2.01,1,Slow
8,0,4,2052,0,1.9,4,0,0,1.74,1,Slow
8,0,4,2052,0,4.1,8,0,0,0.39,0,Won't Run
8,0,4,2052,0,2.5,6,0,0,1.49,1,Slow
8,0,4,2772,0,4.7,8,0,0,0.54,1,Slow
8,0,4,2772,0,26.0,32,16,1,0.0,0,Won't Run
8,0,4,2772,0,6.1,10,0,0,0.0,0,Won't Run
8,0,4,2772,0,0.9,2,0,0,3.53,2,Okay
8,0,4,2772,0,42.0,48,24,1,0.0,0,Won't Run
8,0,4,2772,0,40.0,48,24,1,0.0,0,Won't Run
8,0,4,2772,0,3.8,8,0,0,0.77,1,Slow
8,0,4,2772,0,3.8,8,0,0,0.91,1,Slow
8,0,4,2772,0,4.1,8,0,0,0.81,1,Slow
8,0,4,2772,0,0.7,2,0,0,3.59,2,Okay
8,0,4,2772,0,4.2,8,0,0,0.59,1,Slow
8,0,4,2772,0,2.0,6,0,0,2.71,1,Slow
8,0,4,2772,0,1.7,4,0,0,2.24,1,Slow
8,0,4,2772,0,9.0,12,6,0,0.0,0,Won't Run
8,0,4,2772,0,4.7,8,0,0,0.61,1,Slow
8,0,4,2772,0,7.1,10,0,0,0.0,0,Won't Run
8,0,4,2772,0,1.9,4,0,0,2.66,1,Slow
8,0,4,2772,0,19.0,24,12,0,0.0,0,Won't Run
8,0,4,2772,0,20.0,24,12,0,0.0,0,Won't Run
8,0,4,2772,0,20.0,24,12,0,0.0,0,Won't Run
2,0,3,2031,0,4.7,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,0.8,4,0,0,0.0,0,Won't Run
2,0,3,2031,0,80.0,96,48,1,0.0,0,Won't Run
2,0,3,2031,0,7.9,10,0,0,0.0,0,Won't Run
2,0,3,2031,0,4.0,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,7.1,10,0,0,0.0,0,Won't Run
2,0,3,2031,0,4.1,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,59.0,64,32,1,0.0,0,Won't Run
2,0,3,2031,0,9.0,12,6,0,0.0,0,Won't Run
2,0,3,2031,0,0.6,2,0,0,1.01,1,Slow
2,0,3,2031,0,4.7,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,3.8,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,47.0,56,24,1,0.0,0,Won't Run
2,0,3,2031,0,42.0,48,24,1,0.0,0,Won't Run
2,0,3,2031,0,26.0,32,16,1,0.0,0,Won't Run
2,0,3,2031,0,20.0,24,12,0,0.0,0,Won't Run
2,0,3,2031,0,5.5,8,0,0,0.0,0,Won't Run
2,0,3,2031,0,19.0,24,12,0,0.0,0,Won't Run
2,0,3,2031,0,3.8,8,0,0,0.0,0,Won't Run
8,0,7,2478,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2478,0,47.0,56,24,1,0.0,0,Won't Run
8,0,7,2478,0,4.2,8,0,0,1.11,1,Slow
8,0,7,2478,0,4.7,8,0,0,0.8,1,Slow
8,0,7,2478,0,8.2,16,8,0,0.0,0,Won't Run
8,0,7,2478,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2478,0,8.0,12,6,0,0.0,0,Won't Run
8,0,7,2478,0,4.1,8,0,0,1.01,1,Slow
8,0,7,2478,0,1.3,4,0,0,5.03,2,Okay
8,0,7,2478,0,7.9,10,0,0,0.0,0,Won't Run
8,0,7,2478,0,19.0,24,12,0,0.0,0,Won't Run
8,0,7,2478,0,4.0,8,0,0,0.86,1,Slow
8,0,8,2946,0,2.0,6,0,0,5.38,2,Okay
8,0,8,2946,0,1.0,4,0,0,7.42,2,Okay
8,0,8,2946,0,6.1,10,0,0,0.0,0,Won't Run
8,0,8,2946,0,2.5,6,0,0,4.71,2,Okay
8,0,8,2946,0,7.9,10,0,0,0.0,0,Won't Run
8,0,8,2946,0,20.0,24,12,0,0.0,0,Won't Run
8,0,8,2946,0,3.8,8,0,0,1.65,1,Slow
8,0,8,2946,0,4.2,8,0,0,1.78,1,Slow
8,0,8,2946,0,4.7,8,0,0,1.38,1,Slow
8,0,8,2946,0,5.0,8,0,0,1.2,1,Slow
8,0,8,2946,0,3.8,8,0,0,1.63,1,Slow
8,0,8,2946,0,19.0,24,12,0,0.0,0,Won't Run
8,0,8,2946,0,3.5,8,0,0,1.84,1,Slow
8,0,8,2946,0,19.0,24,12,0,0.0,0,Won't Run
8,4,6,3383,1,4.0,8,0,0,41.99,4,Great
8,4,6,3383,1,3.8,8,0,0,43.88,4,Great
8,4,6,3383,1,5.0,8,0,0,22.68,4,Great
8,4,6,3383,1,4.7,8,0,0,22.9,4,Great
8,4,6,3383,1,9.1,12,8,0,0.0,0,Won't Run
8,4,6,3383,1,42.0,48,24,1,0.0,0,Won't Run
8,4,6,3383,1,4.2,8,0,0,31.51,4,Great
8,4,6,3383,1,9.0,12,8,0,0.0,0,Won't Run
8,4,6,3383,1,8.9,12,8,0,0.0,0,Won't Run
8,4,6,3383,1,42.0,48,24,1,0.0,0,Won't Run
8,4,6,3383,1,0.3,2,0,0,239.01,4,Great
8,4,6,3383,1,20.0,24,12,0,0.0,0,Won't Run
8,4,6,3383,1,38.0,48,24,1,0.0,0,Won't Run
8,4,6,3383,1,1.7,4,0,0,65.46,4,Great
8,4,6,3383,1,0.7,2,0,0,118.98,4,Great
8,4,6,3383,1,4.7,8,0,0,22.68,4,Great
8,4,6,3383,1,8.2,16,8,0,0.0,0,Won't Run
8,4,6,3383,1,1.9,4,0,0,84.71,4,Great
16,6,10,3727,1,1.9,4,0,0,98.89,4,Great
16,6,10,3727,1,20.0,24,12,0,0.0,0,Won't Run
16,6,10,3727,1,4.2,8,0,0,69.22,4,Great
16,6,10,3727,1,4.7,8,0,0,47.61,4,Great
16,6,10,3727,1,19.0,24,12,0,0.0,0,Won't Run
16,6,10,3727,1,19.0,24,12,0,0.0,0,Won't Run
16,6,10,3727,1,1.7,4,0,0,115.33,4,Great
16,6,10,3727,1,6.1,10,0,0,36.5,4,Great
16,6,10,3727,1,1.7,4,0,0,146.32,4,Great
16,6,10,3727,1,4.7,8,0,0,43.53,4,Great
16,6,10,3727,1,7.4,10,0,0,26.97,4,Great
16,6,10,3727,1,0.7,2,0,0,190.02,4,Great
8,0,5,2530,0,20.0,24,12,0,0.0,0,Won't Run
8,0,5,2530,0,3.8,8,0,0,0.91,1,Slow
8,0,5,2530,0,4.7,8,0,0,0.71,1,Slow
8,0,5,2530,0,0.3,2,0,0,6.74,2,Okay
8,0,5,2530,0,4.0,8,0,0,0.83,1,Slow
8,0,5,2530,0,47.0,56,24,1,0.0,0,Won't Run
8,0,5,2530,0,4.7,8,0,0,0.71,1,Slow
8,0,5,2530,0,7.1,10,0,0,0.0,0,Won't Run
8,0,5,2530,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2530,0,4.1,8,0,0,0.93,1,Slow
8,0,5,2530,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2530,0,4.7,8,0,0,0.97,1,Slow
8,0,5,2530,0,42.0,48,24,1,0.0,0,Won't Run
8,0,5,2530,0,19.0,24,12,0,0.0,0,Won't Run
8,0,5,2530,0,3.8,8,0,0,0.79,1,Slow
8,0,5,2530,0,0.8,4,0,0,3.51,2,Okay
8,0,5,2530,0,1.0,4,0,0,3.94,2,Okay
8,0,5,2530,0,4.7,8,0,0,1.01,1,Slow
8,0,5,2530,0,7.9,10,0,0,0.0,0,Won't Run
6,0,5,2340,0,3.8,8,0,0,0.0,0,Won't Run
6,0,5,2340,0,8.0,12,6,0,0.0,0,Won't Run
6,0,5,2340,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2340,0,7.4,10,0,0,0.0,0,Won't Run
6,0,5,2340,0,19.0,24,12,0,0.0,0,Won't Run
6,0,5,2340,0,0.6,2,0,0,4.61,2,Okay
6,0,5,2340,0,0.9,2,0,0,5.56,2,Okay
6,0,5,2340,0,1.3,4,0,0,4.05,2,Okay
6,0,5,2340,0,9.1,12,8,0,0.0,0,Won't Run
6,0,5,2340,0,4.0,8,0,0,0.0,0,Won't Run
6,0,5,2340,0,4.1,8,0,0,0.0,0,Won't Run
6,0,5,2340,0,4.4,8,0,0,0.0,0,Won't Run
6,0,5,2340,0,2.3,4,0,0,2.1,1,Slow
6,0,5,2340,0,2.0,6,0,0,1.36,1,Slow
6,0,5,2340,0,5.5,8,0,0,0.0,0,Won't Run
6,0,5,2340,0,42.0,48,24,1,0.0,0,Won't Run
6,0,5,2340,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2437,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2437,0,4.7,8,0,0,0.0,0,Won't Run
6,0,5,2437,0,20.0,24,12,0,0.0,0,Won't Run
6,0,5,2437,0,20.0,24,12,0,0.0,0,Won't Run
6,0,5,2437,0,7.9,10,0,0,0.0,0,Won't Run
6,0,5,2437,0,3.5,8,0,0,0.0,0,Won't Run
6,0,5,2437,0,2.5,6,0,0,1.4,1,Slow
6,0,5,2437,0,7.4,10,0,0,0.0,0,Won't Run
2,0,3,1818,0,1.0,4,0,0,0.0,0,Won't Run
2,0,3,1818,0,16.0,20,12,0,0.0,0,Won't Run
2,0,3,1818,0,2.5,6,0,0,0.0,0,Won't Run
2,0,3,1818,0,19.0,24,12,0,0.0,0,Won't Run
2,0,3,1818,0,40.0,48,24,1,0.0,0,Won't Run
2,0,3,1818,0,0.7,2,0,0,0.95,1,Slow
2,0,3,1818,0,24.0,32,16,1,0.0,0,Won't Run
2,0,3,1818,0,4.7,8,0,0,0.0,0,Won't Run
2,0,3,1818,0,3.8,8,0,0,0.0,0,Won't Run
2,0,3,1818,0,5.5,8,0,0,0.0,0,Won't Run
12,6,7,3342,1,4.0,8,0,0,52.78,4,Great
12,6,7,3342,1,80.0,96,48,1,0.0,0,Won't Run
12,6,7,3342,1,7.4,10,0,0,22.92,4,Great
12,6,7,3342,1,20.0,24,12,0,0.0,0,Won't Run
12,6,7,3342,1,19.0,24,12,0,0.0,0,Won't Run
12,6,7,3342,1,13.0,16,8,0,0.0,0,Won't Run
12,6,7,3342,1,19.0,24,12,0,0.0,0,Won't Run
12,6,7,3342,1,2.5,6,0,0,65.75,4,Great
24,8,9,3595,1,4.1,8,0,0,62.17,4,Great
24,8,9,3595,1,1.7,4,0,0,100.5,4,Great
24,8,9,3595,1,7.1,10,0,0,42.93,4,Great
24,8,9,3595,1,2.0,6,0,0,99.25,4,Great
24,8,9,3595,1,0.3,2,0,0,259.67,4,Great
24,8,9,3595,1,7.9,10,0,0,29.48,4,Great
24,8,9,3595,1,19.0,24,12,0,13.94,3,Good
24,8,9,3595,1,13.0,16,8,0,21.81,4,Great
24,8,9,3595,1,19.0,24,12,0,9.31,3,Good
96,16,19,4597,1,3.5,8,0,0,151.4,4,Great
96,16,19,4597,1,2.3,4,0,0,216.01,4,Great
96,16,19,4597,1,1.7,4,0,0,173.34,4,Great
96,16,19,4597,1,20.0,24,12,0,32.1,4,Great
96,16,19,4597,1,0.8,4,0,0,305.14,4,Great
96,16,19,4597,1,4.1,8,0,0,115.7,4,Great
96,16,19,4597,1,2.0,6,0,0,194.25,4,Great
96,16,19,4597,1,6.1,10,0,0,104.84,4,Great
96,16,19,4597,1,19.0,24,12,0,26.04,4,Great
96,16,19,4597,1,24.0,32,16,1,23.13,4,Great
96,16,19,4597,1,7.9,10,0,0,67.08,4,Great
96,16,19,4597,1,2.0,6,0,0,200.87,4,Great
96,16,19,4597,1,0.3,2,0,0,304.15,4,Great
96,16,19,4597,1,13.0,16,8,0,46.89,4,Great
96,16,19,4597,1,8.9,12,8,0,60.36,4,Great
96,16,19,4597,1,0.7,2,0,0,267.4,4,Great
96,16,19,4597,1,7.4,10,0,0,97.69,4,Great
96,16,19,4597,1,1.3,4,0,0,277.36,4,Great
16,6,11,3036,1,9.1,12,8,0,23.03,4,Great
16,6,11,3036,1,1.9,4,0,0,70.48,4,Great
16,6,11,3036,1,3.5,8,0,0,52.43,4,Great
